client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c52f4af206aa014f434a98a03ee7dd13618cb815aa669d3af7dd878f96ff5ead8b2272efc7a67a9151f378e8a738cb27944924ff1e9afff8579f51867d102ad1	common_voice_ur_26562764.mp3	057691519f3a378b1816dfb0dd33aa481ed7e148e5b35ee954e20be388d07d48	ہالی وڈ کی نئی تھری ڈی اینیمیٹیڈ کامیڈی فلم دی سیکرٹ لائف آف پیٹس نے نئے ریکارڈز قائم کر دیے ہیں		0	2	twenties	male_masculine			ur	
5fb67d56c62234917c8d6605d8cb0c339707cc2dc88b690d67399dd4e9ce9480d9c01763d98709d09533ba1b11d6603456fb163dc717170e082ca4e571ed9365	common_voice_ur_26574922.mp3	067d040ccd729084eb9056e7d80c51d9ba0cf5fbf0661618035a06c02963bd2d	مطلب یہ کہ فوری ایکشن نہیں لینا۔		1	2	twenties	male_masculine			ur	
5fb67d56c62234917c8d6605d8cb0c339707cc2dc88b690d67399dd4e9ce9480d9c01763d98709d09533ba1b11d6603456fb163dc717170e082ca4e571ed9365	common_voice_ur_26574927.mp3	0c79c737edd95a8f33543efddd0dac9776ade9a64e97e3962f30099aa42942f8	آزاد خیال سیاسی امیدواروں کو ووٹ دیتا ہوں		1	2	twenties	male_masculine			ur	
5fb67d56c62234917c8d6605d8cb0c339707cc2dc88b690d67399dd4e9ce9480d9c01763d98709d09533ba1b11d6603456fb163dc717170e082ca4e571ed9365	common_voice_ur_26574939.mp3	0b8b1098e10ef11f511344411ff757dbfe0e4383b66a31acf65f21c76aa15c9a	آج بالکل مختلف منظر ہمارے سامنے ہے۔		0	2	twenties	male_masculine			ur	
5fb67d56c62234917c8d6605d8cb0c339707cc2dc88b690d67399dd4e9ce9480d9c01763d98709d09533ba1b11d6603456fb163dc717170e082ca4e571ed9365	common_voice_ur_26574940.mp3	003cd73767e18caa8f972b18034a356de37f5800a2520503b964e31823af0001	ایک ہی کپتان کی موجودگی		0	2	twenties	male_masculine			ur	
5fb67d56c62234917c8d6605d8cb0c339707cc2dc88b690d67399dd4e9ce9480d9c01763d98709d09533ba1b11d6603456fb163dc717170e082ca4e571ed9365	common_voice_ur_26574946.mp3	0b0144ede17ecdf73296f46edc1376438bc97d0122913007d393f84f55a837e1	فیفا ورلڈ کپ جاپان کی ٹیم بیلجیئم کیخلاف میدان میں اترے گی		0	2	twenties	male_masculine			ur	
0dce0f4ff3e625a0808e50129ff5252880fccdb4976775dc24c3f63698d1fee2ed216234932f281e02f913f4faf60e0484785f6b456cb388deaacd0c3596fa22	common_voice_ur_26626257.mp3	0bfc9d5c5548c3cb17df8378c1c3573df7931588a8fbb7732640d80184f98094	وغیرہ وغیرہ۔		0	2					ur	
9b429f257f586530550730449045b59f09cf6f278e7e170f4b93de7114c708d938d51214275a8be24c9f6459e65e792b3a6be8c4fcb6332f2c1a768ed3c5af40	common_voice_ur_26630079.mp3	0f4d09b01e38d70785d6ff7a9d1a5f41ef718fc3f1cf42ce034e4dad13b2e03a	گزشتہ روز ایک نجی ٹیلی وژن چینل سے گفتگو		1	2	thirties	female_feminine			ur	
9b429f257f586530550730449045b59f09cf6f278e7e170f4b93de7114c708d938d51214275a8be24c9f6459e65e792b3a6be8c4fcb6332f2c1a768ed3c5af40	common_voice_ur_26630668.mp3	0bb5026f5593aa2c446ee89eed7d2f231e9588e1c14b6d07d94ed878f872693a	اسے کتنی ہی بار محسوس ہوا۔		0	2	thirties	female_feminine			ur	
9b429f257f586530550730449045b59f09cf6f278e7e170f4b93de7114c708d938d51214275a8be24c9f6459e65e792b3a6be8c4fcb6332f2c1a768ed3c5af40	common_voice_ur_26630704.mp3	10e8fccc30e15085e0954af9eb3efe4b90aed99d3941ae7058eb55d3ed53fc5d	نئی سوچ کی ضرورت ہر شعبے میں تھی۔		0	2	thirties	female_feminine			ur	
0c9690e5a2d1bb3ce418954a2b70acae53153708f6c3a21c9e8fe7e3912d97ba805ace5091772c8d4e16dc07fc906ca4956335b87821c244eee8129a15fcb0cf	common_voice_ur_26641309.mp3	00ea7ef3897e9bb71acd71d8a58ffad879f5567f6ad1d9d9d849c1625ab0ed6e	ایک چسپ اور چونکا د والا انکشاف ہے		0	2	twenties	female_feminine			ur	
